S.no,Dealer Name,Fabrication Number,Product Sub Group,Warranty Type,Model,Customer Name,Fabrication Number,Location,OEM person,Model,ESN,Service data,Service HMR,Category,Segment,Service Engineer,Comm Date,,Inv Date,Latest Service Call,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,Jan-26,,Feb-26,DATE,HMR,LAST SERCICE DETAIL,HMR,Last service date,OF,AFC,AFE,AOS,VK,OF HMR,OF LAST SERVICE DATE,HMR of OF since last service,Days of OF  since last service,HMR DUE,AGEING DUE,AFC HMR,AFC SERVICE DATE,HMR of AFC since last service,Days of AFC  since last service,AFE HMR,AFE SERVICE DATE,HMR of AFE since last service,Days of AFE  since last service,AOS HMR,AOS DATE,HMR of AOS since last service,Days of AOS  since last service,VK HMR,VK DATE,HMR of VK since last service,Days of VK since last service,status,Shifted,Scrapped,Dealer Remarks,Oil R Date,AFC R Date,AFE R Date,MOF R Date,ROF R Date,AOS R Date,RGT R Date,1500 kit R Date,3000 kit R Date
Out of Warranty,C,GPGD160208,DPSAC - TROLLEY (C&M),Out of warranty,PG 450 - 150 2W 6BTA,RS MINERAL,GPGD160208,"HATIA, RANCHI",,,61J84340487,,,C (Not Buying Spares or buying lubricants),PET BOTTLING                                                                    ,Bikram  Sahoo,29-Nov-16,29-Nov-18,10-Oct-16,CC-01856269,,7830,,7830,7830,7830,0,7830,05-02-2026,7830,0,0,22-07-2024,0,0,0,0,0,0,29-11-2016,7830,3354,,,0,29-11-2016,7830,3354,0,29-11-2016,7830,3354,0,29-11-2016,7830,3354,0,29-11-2016,7830,3354,Active,,,Spurious,28-Dec-23,21-Jul-24,21-Jul-24,21-Jul-24,21-Jul-24,21-Jul-24,21-Jul-24,21-Jul-24,28-Dec-23
Out of Warranty,C,GPLL150106,EPSAC - TROLLEY,Out of warranty,PG 45 E - 7,Electromech Engineers,GPLL150106,"JHUMARIA, WEST BENGAL",,NA,NA,,,C (Not Buying Spares or buying lubricants),MANUFACTURER (ENGG.PRODUCTS).                                                   ,Bikram  Sahoo,23-May-16,23-May-18,25-Apr-16,CC-01827560,5510,,5670,,0,5813,5800,0,05-02-2026,5813,0,3695,05-12-2023,0,0,0,0,0,0,23-05-2016,5813,3544,,,0,23-05-2016,5813,3544,0,23-05-2016,5813,3544,0,23-05-2016,5813,3544,0,23-05-2016,5813,3544,Active,,,Spurious,04-Dec-23,04-Dec-23,,04-Dec-23,04-Dec-23,,,,
,,GQIL150525,EPSAC - TROLLEY,Out of warranty,PG 45 E - 7,MK Enterprises,GQIL150525,#N/A,,NA,NA,,,C (Not Buying Spares or buying lubricants),GARAGES                                                                         ,Debraj Manna,10-Jan-18,10-Jan-20,14-Dec-17,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,05-02-2026,#N/A,0,No Service,NO Service,0,0,0,0,0,0,10-01-2018,#N/A,2947,,,0,10-01-2018,#N/A,2947,0,10-01-2018,#N/A,2947,0,10-01-2018,#N/A,2947,0,10-01-2018,#N/A,2947,Active,west bengle,,Shifted to WB,,,,,,,,,
Out of Warranty,C,GPCD160123,DPSAC - TROLLEY (C&M),Out of warranty,PG 450 - 150 2W 6BTA,SANJAY BHAGAT,GPCD160123,0,,,NA,,,C (Not Buying Spares or buying lubricants),,Bikram  Sahoo,11-Jul-16,11-Jul-18,26-Jun-16,CC-01830446,,,2100,,0,2311,0,0,05-02-2026,2311,0,1080,13-02-2024,0,0,0,0,0,0,11-07-2016,2311,3495,,,0,11-07-2016,2311,3495,0,11-07-2016,2311,3495,0,11-07-2016,2311,3495,0,11-07-2016,2311,3495,Active,,,Spurious,12-Feb-24,12-Feb-24,,12-Feb-24,12-Feb-24,07-May-23,,,
Out of Warranty,C,GPBD160097,DPSAC - TROLLEY (C&M),Out of warranty,PG 450 - 150 2W 6BTA,SATISH KUMAR MEHTA,GPBD160097,#N/A,,,,,,C (Not Buying Spares or buying lubricants),,Bikram  Sahoo,05-Jun-16,05-Jun-18,26-May-16,CC-01830462,,,5390,,5390,5390,0,0,05-02-2026,5390,0,No Service,NO Service,0,0,0,0,0,0,05-06-2016,5390,3531,,,0,05-06-2016,5390,3531,0,05-06-2016,5390,3531,0,05-06-2016,5390,3531,0,05-06-2016,5390,3531,Active,,,Spurious,,,,,,,,,
Out of Warranty,C,GPBD160107,DPSAC - TROLLEY (C&M),Out of warranty,PG 450 - 150 2W 6BTA,JITENDRA CONSTRUCTIONS,GPBD160107,"SHEKHPURA, BIHAR",,,84310279,,,C (Not Buying Spares or buying lubricants),,Bikram  Sahoo,22-Jun-16,22-Jun-18,09-Jun-16,CC-01830262,3365,,3365,,3423,3470,0,0,05-02-2026,3470,0,3500,20-02-2026,0,0,0,0,0,0,22-06-2016,3470,3514,,,0,22-06-2016,3470,3514,0,22-06-2016,3470,3514,0,22-06-2016,3470,3514,0,22-06-2016,3470,3514,Active,,,Spurious,20-Feb-26,19-Feb-26,19-Feb-26,19-Feb-26,19-Feb-26,19-Feb-26,19-Feb-26,19-Feb-26,19-Feb-26
Out of Warranty,Shifted,BRBD160892,DPSAC - SKID (WW),Out of warranty,PG 550S-200,SRI LAXMI DRILLERS,BRBD160892,"KATRAS, DHANBAD",,,JEHM413662,,,B (Below 100% potential spares purchased),MINING                                                                          ,Debraj Manna,17-Jun-18,17-Jun-21,21-May-18,CC-01303048,,,,,0,,#N/A,#N/A,05-02-2026,#N/A,0,10920,29-08-2023,0,0,0,0,0,0,17-06-2018,#N/A,2789,,,0,17-06-2018,#N/A,2789,0,17-06-2018,#N/A,2789,0,17-06-2018,#N/A,2789,0,17-06-2018,#N/A,2789,Shifted to Hydrabad (NATIONAL EQUIPMENT AGENGIES),Shifted to Hydrabad (NATIONAL EQUIPMENT AGENGIES),,,28-Aug-23,28-Aug-23,28-Aug-23,28-Aug-23,28-Aug-23,,,30-Dec-18,25-Nov-20
Out of Warranty,Scraped,BRBD160901,DPSAC - SKID (WW),Out of warranty,PG 550S-200,SRI LAXMI DRILLERS,BRBD160901,"KATRAS, DHANBAD",,,JEHM413664,,,B (Below 100% potential spares purchased),MINING                                                                          ,Debraj Manna,17-Jun-18,17-Jun-21,23-May-18,CC-01302134,,,,,0,,#N/A,#N/A,05-02-2026,#N/A,0,12185,29-08-2023,0,0,0,0,0,0,17-06-2018,#N/A,2789,,,0,17-06-2018,#N/A,2789,0,17-06-2018,#N/A,2789,0,17-06-2018,#N/A,2789,0,17-06-2018,#N/A,2789,Scrapped,,Scrapped,,28-Aug-23,28-Aug-23,28-Aug-23,28-Aug-23,28-Aug-23,,,,
Out of Warranty,A,BRBD160856,DPSAC - SKID (WW),Out of warranty,PG 500-175,DURODHAN MAHTO,BRBD160856,BAGODER,,,HJHM444059,,,A (100% potential spares purchased),,Bikram  Sahoo,28-Jun-18,28-Jun-21,14-May-18,CC-01843295,8240,,8240,,0,8617,8600,0,05-02-2026,8617,0,8255,24-10-2025,0,0,0,0,0,0,28-06-2018,8617,2778,,,0,28-06-2018,8617,2778,0,28-06-2018,8617,2778,0,28-06-2018,8617,2778,0,28-06-2018,8617,2778,Active,,,Spurious,24-Oct-25,24-Oct-25,24-Oct-25,24-Oct-25,24-Oct-25,24-Feb-25,24-Feb-25,24-Feb-25,24-Feb-25
Out of Warranty,Sold,BRKD220111,DPSAC - SKID (WW),Out of warranty,PG 1100S - 300 DOMESTIC-SPIN O,ABISHEK SONI,BRKD220111,AMLO PHUSHRO,,,25433478,,,B (Below 100% potential spares purchased),,Debraj Manna,23-Apr-18,23-Apr-21,10-Apr-18,CC-01325732,,,,,0,9220,#N/A,#N/A,05-02-2026,#N/A,0,9210,20-01-2026,0,0,0,0,0,0,23-04-2018,#N/A,2844,,,0,23-04-2018,#N/A,2844,0,23-04-2018,#N/A,2844,0,23-04-2018,#N/A,2844,0,23-04-2018,#N/A,2844,SOLD OUT TO SOUTH REAGION,,,,19-Jan-26,19-Jan-26,19-Jan-26,19-Jan-26,19-Jan-26,19-Jan-26,19-Jan-26,19-Jan-26,19-Jan-26
Out of Warranty,C,BSJD161406,DPSAC - TROLLEY (C&M),Out of warranty,PG 450 - 150 2W 6BTA,PRAMOD KUMAR BARNAWAL,BSJD161406,"NIMIAGHAT,GIRIDIH",,,81M84848756,,,C (Not Buying Spares or buying lubricants),DRILLING APPLICATION                                                            ,Bikram  Sahoo,13-Feb-19,13-Feb-21,28-Jan-19,CC-01856253,,7820,,7830,7863,7910,0,7845,05-02-2026,7845,0,7821,24-10-2025,0,0,0,0,0,0,13-02-2019,7845,2549,,,0,13-02-2019,7845,2549,0,13-02-2019,7845,2549,0,13-02-2019,7845,2549,0,13-02-2019,7845,2549,Active,,,#N/A,22-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25
Out of Warranty,C,BSJD161422,DPSAC - SKID (WW),Out of warranty,PG 550S-200,HAR HAR MAHADEV,BSJD161422,"CHAKARDHARPUR, JHARKHAND",,,JBHM432258,,,C (Not Buying Spares or buying lubricants),,Bikram  Sahoo,20-Mar-19,20-Mar-22,08-Feb-19,CC-01830645,,,8180,,0,8601,0,0,05-02-2026,8601,0,5735,06-12-2023,0,0,0,0,0,0,20-03-2019,8601,2514,,,0,20-03-2019,8601,2514,0,20-03-2019,8601,2514,0,20-03-2019,8601,2514,0,20-03-2019,8601,2514,Active,,,Spurious,05-Dec-23,05-Dec-23,12-Jun-23,05-Dec-23,05-Dec-23,12-Jun-23,12-Jun-23,12-Jun-23,
Out of Warranty,C,BSKD120521,DPSAC - TROLLEY (C&M),Out of warranty,PG 300 - 100 2W HINO,KALPATRU POWER TRANSMISSION LIMITED,BSKD120521,#N/A,,,,,,C (Not Buying Spares or buying lubricants),,Debraj Manna,04-Mar-19,04-Mar-21,11-Feb-19,CC-01253038,,,,,210,210,210,0,05-02-2026,210,0,No Service,NO Service,0,0,0,0,0,0,04-03-2019,210,2530,,,0,04-03-2019,210,2530,0,04-03-2019,210,2530,0,04-03-2019,210,2530,0,04-03-2019,210,2530,Project closed,,,,,,,,,,,,
Out of Warranty,C,BSKD161476,DPSAC - TROLLEY (C&M),Out of warranty,PG 500-175,DEO KUMAR SINGH,BSKD161476,ANEDIH,,,KJHM101404,,,C (Not Buying Spares or buying lubricants),GARAGES                                                                         ,Bikram  Sahoo,09-Mar-19,09-Mar-21,20-Feb-19,CC-01852668,,3605,,3710,3783,3877,0,3740,05-02-2026,3740,0,No Service,13-07-2019,0,0,0,0,0,0,09-03-2019,3740,2525,,,0,09-03-2019,3740,2525,0,09-03-2019,3740,2525,0,09-03-2019,3740,2525,0,09-03-2019,3740,2525,Active,,,Spurious,,,,,,,,,
,,ASLD120570,DPSAC - TROLLEY (C&M),Out of warranty,PG 400 - 100 2W HINO,Vani Construction,ASLD120570,#N/A,,,,,,A (100% potential spares purchased),"GUNNETING,SHOT BLASTING,PAINTI                                                  ",Bikram  Sahoo,06-May-19,06-May-21,12-Apr-19,CC-00650958,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,05-02-2026,#N/A,0,No Service,NO Service,0,0,0,0,0,0,06-05-2019,#N/A,2466,,,0,06-05-2019,#N/A,2466,0,06-05-2019,#N/A,2466,0,06-05-2019,#N/A,2466,0,06-05-2019,#N/A,2466,Active,,,Scrapped,03-Jun-22,03-Jun-22,03-Jun-22,03-Jun-22,03-Jun-22,,,,
Out of Warranty,A,BSAD120582,DPSAC - TROLLEY (C&M),Out of warranty,PG 300 - 100 2W HINO,NIRMAL FABRICATION PVT.LTD,BSAD120582,RAMPUR,,,KGHM107304,,,A (100% potential spares purchased),,Debraj Manna,28-Jun-19,28-Jun-21,12-Apr-19,CC-01326103,,,,,0,5832,5815,0,05-02-2026,5832,0,1990,08-05-2023,0,0,0,0,0,0,28-06-2019,5832,2414,,,0,28-06-2019,5832,2414,0,28-06-2019,5832,2414,0,28-06-2019,5832,2414,0,28-06-2019,5832,2414,Project closed,,,,07-May-23,07-May-23,07-May-23,07-May-23,07-May-23,07-May-23,,07-May-23,
Out of Warranty,Shifted,BSAD230391,DPSAC - SKID (WW),Out of warranty,PG1200S-330,SRI BALAJI RIG SERVICE,BSAD230391,"C/O PALANIAPPAN CHANDRAN, KATTUKOTTAL, PAITHUR, P.O- ATTUR TK,SALEM, TAMILNADU",,,25445199,,,A (100% potential spares purchased),"WW END CUSTOMER - 6½""                                                           ",Debraj Manna,05-Sep-19,05-Sep-22,26-Apr-19,CC-01438878,,,,,0,,#N/A,#N/A,05-02-2026,#N/A,0,8480,21-01-2026,0,0,0,0,0,0,05-09-2019,#N/A,2345,,,0,05-09-2019,#N/A,2345,0,05-09-2019,#N/A,2345,0,05-09-2019,#N/A,2345,0,05-09-2019,#N/A,2345,Shifted to Chattisgrah (RAJAT EQUIPMENTS PVT LTD - CU1R01854),Shifted to Chattisgrah (RAJAT EQUIPMENTS PVT LTD - CU1R01854),,,20-Jan-26,20-Jan-26,20-Jan-26,20-Jan-26,20-Jan-26,20-Jan-26,20-Jan-26,20-Jan-26,20-Jan-26
Out of Warranty,C,BSLD161503,DPSAC - TROLLEY (C&M),Out of warranty,PG 500-175,DEO KUMAR SINGH,BSLD161503,"BARKATHA, HAZARIBAGH",,,KJHM101392,,,C (Not Buying Spares or buying lubricants),GARAGES                                                                         ,Bikram  Sahoo,15-Mar-19,15-Mar-21,27-Jul-18,CC-01852657,,4600,,4760,4869,5010,0,4805,05-02-2026,4805,0,No Service,NO Service,0,0,0,0,0,0,15-03-2019,4805,2518,,,0,15-03-2019,4805,2518,0,15-03-2019,4805,2518,0,15-03-2019,4805,2518,0,15-03-2019,4805,2518,Active,,,Spurious,,,,,,,,,
Out of Warranty,C,BSCD120656,DPSAC - TROLLEY (C&M),Out of warranty,PG 300 - 100 2W HINO,Gannon Dunkerley & Co Limited,BSCD120656,"SIMARIA, BEGUSARAI",,,KFHM108721,,,C (Not Buying Spares or buying lubricants),,Bikram  Sahoo,07-Aug-19,07-Aug-21,10-Jun-19,CC-01827574,1505,,1560,,0,1633,0,0,05-02-2026,1633,0,1570,22-11-2025,0,0,0,0,0,0,07-08-2019,1633,2373,,,0,07-08-2019,1633,2373,0,07-08-2019,1633,2373,0,07-08-2019,1633,2373,0,07-08-2019,1633,2373,Active,,,Long idle,21-Nov-25,21-Nov-25,21-Nov-25,21-Nov-25,21-Nov-25,21-Nov-25,21-Nov-25,21-Nov-25,21-Nov-25
Out of Warranty,A,BSDD120664,DPSAC - TROLLEY (C&M),Out of warranty,PG 300 - 100 2W HINO,HARISH SINGH,BSDD120664,"TATISILWI, RANCHI",,,KFHM108727,,,A (100% potential spares purchased),,Bikram  Sahoo,23-Jul-19,23-Jul-21,12-Jun-19,CC-01852693,,4825,,4880,4916,4963,0,4895,05-02-2026,4895,0,4870,24-10-2025,0,0,0,0,0,0,23-07-2019,4895,2389,,,0,23-07-2019,4895,2389,0,23-07-2019,4895,2389,0,23-07-2019,4895,2389,0,23-07-2019,4895,2389,Active,,,#N/A,24-Oct-25,24-Oct-25,24-Oct-25,24-Oct-25,24-Oct-25,27-Mar-25,27-Mar-25,27-Mar-25,27-Mar-25
Out of Warranty,A,BUAL160593,DPSAC - SKID (C&M),Out of warranty,PG 90E-12.5,Shruti devothers pvt. ltd,BUAL160593,"SHEIKHPURA, BIHAR",,NA,NA,,,A (100% potential spares purchased),MINING                                                                          ,Bikram  Sahoo,05-Jun-21,05-Jun-23,06-May-21,CC-01826986,9130,,12890,,0,15469,0,0,05-02-2026,15469,0,12869,03-10-2025,0,0,0,0,0,0,05-06-2021,15469,1706,,,0,05-06-2021,15469,1706,0,05-06-2021,15469,1706,0,05-06-2021,15469,1706,0,05-06-2021,15469,1706,Active,,,0,02-Oct-25,02-Oct-25,26-Jul-24,02-Oct-25,02-Oct-25,26-Jul-24,26-Jul-24,26-Jul-24,26-Jul-24
Out of Warranty,B,BSGL152296,EPSAC - TROLLEY,Out of warranty,PG 45 E - 7,PRANAV KUMAR SINGH,BSGL152296,BARAUNI REFINING GATE NO. 1,,NA,NA,,,B (Below 100% potential spares purchased),MINING                                                                          ,Bikram  Sahoo,14-Mar-20,14-Mar-22,30-Aug-19,CC-01830637,,,3240,,0,3345,0,0,05-02-2026,3345,0,2600,06-12-2023,0,0,0,0,0,0,14-03-2020,3345,2153,,,0,14-03-2020,3345,2153,0,14-03-2020,3345,2153,0,14-03-2020,3345,2153,0,14-03-2020,3345,2153,Active,,,#N/A,05-Dec-23,05-Dec-23,,,05-Dec-23,05-Dec-23,05-Dec-23,05-Dec-23,05-Dec-23
Out of Warranty,C,BSHD161938,DPSAC - TROLLEY (C&M),Out of warranty,PG 500-175,Gaurav Hitech Company,BSHD161938,"C/O. NIKHIL GAURAV,, ROOM NO.1, D-603, BASUDEO NAGAR,, KANTATOLI CHOWK, OPP. MANGAL TOWER,, OLD H. B. ROAD, RANCHI - 834 001, JHARKHAND",,,KCHM116641,23-04-2025,8251,C (Not Buying Spares or buying lubricants),,Bikram  Sahoo,06-Mar-20,06-Mar-22,19-Sep-19,CC-01856606,,3775,,3890,3955,4049,0,3920,05-02-2026,3920,0,2500,06-12-2023,0,0,0,0,0,0,06-03-2020,3920,2161,,,0,06-03-2020,3920,2161,0,06-03-2020,3920,2161,0,06-03-2020,3920,2161,0,06-03-2020,3920,2161,Active,,,Spurious,05-Dec-23,05-Dec-23,05-Dec-23,05-Dec-23,05-Dec-23,05-Dec-23,05-Dec-23,05-Dec-23,05-Dec-23
Out of Warranty,C,BSED161766,DPSAC - TROLLEY (C&M),Out of warranty,PG 500-175,BIRENDRA KUMAR,BSED161766,"VILL: MORWAY,, P.O. : GURPA, P.S.: FATEHPUR, DIST. GAYA  - 824232 (BIHAR)",,,KDHM113609,,,C (Not Buying Spares or buying lubricants),,Bikram  Sahoo,30-Sep-19,30-Sep-21,18-Jul-19,CC-01856593,,4890,,5060,5112,5253,0,5060,05-02-2026,5060,0,5065,22-11-2025,0,0,0,0,0,0,30-09-2019,5060,2319,,,0,30-09-2019,5060,2319,0,30-09-2019,5060,2319,0,30-09-2019,5060,2319,0,30-09-2019,5060,2319,Active,,,Spurious,21-Nov-25,21-Nov-25,21-Nov-25,21-Nov-25,21-Nov-25,21-Nov-25,21-Nov-25,21-Nov-25,21-Nov-25
Out of Warranty,C,BTJD162047,DPSAC - TROLLEY (C&M),Out of warranty,PG 500-175,AMRESH KUMAR,BTJD162047,"SAHEBGANJ, JHARKHAND",,,KDHM114666,,,C (Not Buying Spares or buying lubricants),DRILLING APPLICATION                                                            ,Bikram  Sahoo,27-Jul-20,27-Jul-22,15-Nov-19,CC-01830695,,,5920,,0,6131,0,0,05-02-2026,6131,0,4590,06-12-2023,0,0,0,0,0,0,27-07-2020,6131,2019,,,0,27-07-2020,6131,2019,0,27-07-2020,6131,2019,0,27-07-2020,6131,2019,0,27-07-2020,6131,2019,Active,,,Low running,05-Dec-23,05-Dec-23,05-Dec-23,05-Dec-23,05-Dec-23,,,28-Dec-21,
Out of Warranty,C,BSFD161795,DPSAC - TROLLEY (C&M),Out of warranty,PG 500-175,ANKIT ACCESSORIES,BSFD161795,"ANKIT KUMAR SONTHALIA, R.N. BOSE ROAD, SATSANG GATE, NEAR HANUMAN MANDIR,, PURANDAHA, DEOGHAR, DIST. DUMKA,, JHARKHAND",,,KDHM113586,,,C (Not Buying Spares or buying lubricants),,Bikram  Sahoo,25-May-20,25-May-22,19-Sep-19,CC-01856705,,8615,,8785,8882,9023,0,8830,05-02-2026,8830,0,6778,29-12-2023,0,0,0,0,0,0,25-05-2020,8830,2081,,,0,25-05-2020,8830,2081,0,25-05-2020,8830,2081,0,25-05-2020,8830,2081,0,25-05-2020,8830,2081,Active,,,Spurious,28-Dec-23,28-Dec-23,28-Dec-23,28-Dec-23,28-Dec-23,28-Dec-23,28-Dec-23,28-Dec-23,28-Dec-23
Out of Warranty,A,BRDD161036,DPSAC - SKID (WW),Out of warranty,PG 550S-200,VENKATESHWARA BOREWELL,BRDD161036,KUSUNDA DHANBAD,,,JDHM422038,,,A (100% potential spares purchased),,Bikram  Sahoo,25-Sep-18,25-Sep-21,,CC-01830594,,,8345,,0,8712,8700,0,05-02-2026,8712,0,8737,30-01-2026,0,0,0,0,0,0,25-09-2018,8712,2690,,,0,25-09-2018,8712,2690,0,25-09-2018,8712,2690,0,25-09-2018,8712,2690,0,25-09-2018,8712,2690,Active,,,#N/A,29-Jan-26,29-Jan-26,29-Jan-26,29-Jan-26,29-Jan-26,29-Jan-26,29-Jan-26,29-Jan-26,29-Jan-26
Out of Warranty,A,BSID161968,DPSAC - SKID (C&M),Out of warranty,PG 550S-200,ANPR PROJECTS PVT.LTD ,BSID161968,BIHAR,,,KYHM120571,,,A (100% potential spares purchased),,Debraj Manna,13-Jan-20,13-Jan-22,09-Oct-19,CC-01303518,,,,,0,7503,7500,0,05-02-2026,7503,0,6350,05-12-2023,0,0,0,0,0,0,13-01-2020,7503,2214,,,0,13-01-2020,7503,2214,0,13-01-2020,7503,2214,0,13-01-2020,7503,2214,0,13-01-2020,7503,2214,Low running,,,,04-Dec-23,04-Dec-23,04-Dec-23,04-Dec-23,04-Dec-23,29-Sep-23,29-Sep-23,29-Sep-23,29-Sep-23
Out of Warranty,C,BRGD161218,DPSAC - SKID (C&M),Out of warranty,PG 500-175,MD. KHALID CONSTRUCTIONS,BRGD161218,GUMLA,,,JBHM43419,,,C (Not Buying Spares or buying lubricants),,Bikram  Sahoo,10-Nov-18,10-Nov-20,01-Nov-18,CC-01855738,,6025,,6140,6207,6301,0,6170,05-02-2026,6170,0,4580,13-06-2023,0,0,0,0,0,0,10-11-2018,6170,2643,,,0,10-11-2018,6170,2643,0,10-11-2018,6170,2643,0,10-11-2018,6170,2643,0,10-11-2018,6170,2643,Active,,,Low running,12-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23
Out of Warranty,Shifted,BRCD160984,DPSAC - SKID (C&M),Out of warranty,PG 450 - 150 2W 6BTA,SPECIALITY PRODUCT AND SERVICES ,BRCD160984,"ADITYAPUR KANDRA ROAD
831013",,,81F84493415,,,C (Not Buying Spares or buying lubricants),"GUNNETING,SHOT BLASTING,PAINTI                                                  ",Debraj Manna,05-Oct-18,05-Oct-20,26-Jun-18,CC-01253180,,,,,0,,#N/A,#N/A,05-02-2026,#N/A,0,2530,14-02-2026,0,0,0,0,0,0,05-10-2018,#N/A,2680,,,0,05-10-2018,#N/A,2680,0,05-10-2018,#N/A,2680,0,05-10-2018,#N/A,2680,0,05-10-2018,#N/A,2680,Shifted to Chattisgrah (RAJAT EQUIPMENTS PVT LTD - CU1R01854),Shifted to Chattisgrah (RAJAT EQUIPMENTS PVT LTD - CU1R01854),,,20-Mar-24,20-Mar-24,23-Jul-23,20-Mar-24,20-Mar-24,,,,
Out of Warranty,A,BVED163240,DPSAC - SKID (C&M),Out of warranty,PG 575-225 (SKID),AKSHARA DRILLERS,BVED163240,PHUSHRO,,,NHHM108743,,,A (100% potential spares purchased),,Bikram  Sahoo,05-Jun-23,05-Jun-25,23-Aug-22,CC-01831551,,,4300,,0,5136,0,0,05-02-2026,5136,0,0,16-06-2025,0,0,0,0,0,0,05-06-2023,5136,975,,,0,05-06-2023,5136,975,0,05-06-2023,5136,975,0,05-06-2023,5136,975,0,05-06-2023,5136,975,Active,,,0,16-Jun-25,16-Jun-25,16-Jun-25,16-Jun-25,03-Apr-25,16-Jun-25,03-Apr-25,16-Jun-25,03-Apr-25
Out of Warranty,A,BVCD163165,DPSAC - SKID (C&M),Out of warranty,PG 550S-200,SHIV MINING DRILLING,BVCD163165,"KWJAMA COLLIERY, DHANBAD",,,NJHM107025,,,A (100% potential spares purchased),,Bikram  Sahoo,24-Aug-22,24-Aug-24,28-Jul-22,CC-01831232,,,8580,,0,9580,0,0,05-02-2026,9580,0,9566,21-01-2026,0,0,0,0,0,0,24-08-2022,9580,1261,,,0,24-08-2022,9580,1261,0,24-08-2022,9580,1261,0,24-08-2022,9580,1261,0,24-08-2022,9580,1261,Active,,,0,20-Jan-26,20-Jan-26,20-Jan-26,20-Jan-26,20-Jan-26,20-Nov-25,07-Jun-24,20-Nov-25,07-Jun-24
Out of Warranty,A,BTKD162112,DPSAC - SKID (C&M),Out of warranty,PG 550S-200,SHIV MINING DRILLING,BTKD162112,"SHEETLA PRASAD SINGH,, MISHRA PADA, NEAR DURGA MANDIR,, JHARIA, DHANBAD - 828 111, JHARKHAND.",,,LJHM100994,,,A (100% potential spares purchased),,Bikram  Sahoo,12-Jun-20,12-Jun-22,15-May-20,CC-01856662,,8210,,8210,8210,8210,0,8300,05-02-2026,8300,0,8300,19-02-2026,0,0,0,0,0,0,12-06-2020,8300,2064,,,0,12-06-2020,8300,2064,0,12-06-2020,8300,2064,0,12-06-2020,8300,2064,0,12-06-2020,8300,2064,Active,,,Low running,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26,18-Feb-26
Out of Warranty,C,BRGD161229,DPSAC - SKID (C&M),Out of warranty,PG 450 - 150 2W 6BTA,Sajal Enterprises,BRGD161229,"KIRIGARA, JHARKHAND",,,81H8411138,,,C (Not Buying Spares or buying lubricants),,Debraj Manna,19-Nov-18,19-Nov-20,,CC-01140803,,,,,0,6032,0,0,05-02-2026,6032,0,3762,29-12-2023,0,0,0,0,0,0,19-11-2018,6032,2634,,,0,19-11-2018,6032,2634,0,19-11-2018,6032,2634,0,19-11-2018,6032,2634,0,19-11-2018,6032,2634,Active,,,Spourious,28-Dec-23,28-Dec-23,,28-Dec-23,28-Dec-23,06-Feb-23,,,
Out of Warranty,A,BTDD162186,DPSAC - SKID (C&M),Out of warranty,PG 550S-200,JRR PROJECTS,BTDD162186,BASTCOLA,,,LEHM104333,,,A (100% potential spares purchased),MINING                                                                          ,Bikram  Sahoo,02-Sep-20,02-Sep-22,21-Jul-20,CC-01842860,9300,,9460,,0,9689,9680,0,05-02-2026,9689,0,9505,24-10-2025,0,0,0,0,0,0,02-09-2020,9689,1982,,,0,02-09-2020,9689,1982,0,02-09-2020,9689,1982,0,02-09-2020,9689,1982,0,02-09-2020,9689,1982,Active,,,Low running,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25
Out of Warranty,A,BTDD162192,DPSAC - SKID (C&M),Out of warranty,PG 550S-200,SIDHESHWER BOREWELL,BTDD162192,"Chiturdih, Dhanbad.",,,LDHM105093,,,A (100% potential spares purchased),MINING                                                                          ,Bikram  Sahoo,02-Sep-20,02-Sep-22,24-Jul-20,CC-01826876,9125,,9335,,0,9730,9680,0,05-02-2026,9730,0,9720,21-01-2026,0,0,0,0,0,0,02-09-2020,9730,1982,,,0,02-09-2020,9730,1982,0,02-09-2020,9730,1982,0,02-09-2020,9730,1982,0,02-09-2020,9730,1982,Active,,,#N/A,20-Jan-26,20-Jan-26,20-Jan-26,20-Jan-26,20-Jan-26,20-Jan-26,20-Jan-26,20-Jan-26,20-Jan-26
